time (ms),accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ
396.838,0.08895874,-0.066696167,-0.688217163
406.514,0.059082031,-0.0756073,-0.736282349
416.17,0.12487793,-0.099411011,-0.833770752
425.869,0.37411499,-0.421081543,-2.189880371
435.548,0.244293213,-0.332550049,-1.2684021
445.227,0.172622681,-0.206298828,-0.835067749
454.901,0.121673584,-0.075332642,-0.800354004
464.567,0.056533813,0.056488037,-0.871643066
474.248,0.126724243,0.106414795,-0.931030273
483.937,0.215316772,-0.036239624,-0.824310303
493.608,0.204193115,-0.174835205,-0.78604126
503.289,0.191940308,-0.15574646,-0.778198242
512.97,0.184539795,-0.095291138,-0.771972656
522.65,0.23034668,-0.108932495,-0.654876709
532.331,0.218139648,-0.086395264,-0.545913696
542.028,0.179046631,-0.013977051,-0.57611084
551.703,0.170410156,0.092132568,-0.603363037
561.388,0.197875977,0.233200073,-0.810806274
571.067,0.274353027,0.295944214,-0.80847168
580.725,0.237991333,0.280166626,-0.798812866
590.427,0.13899231,0.24420166,-0.907287598
600.105,0.02935791,0.222488403,-1.083694458
609.757,0.063720703,0.228622437,-1.149520874
619.462,0.071548462,0.209671021,-0.894744873
629.141,0.024902344,0.186721802,-0.847198486
638.812,0.0756073,0.187149048,-0.753845215
648.498,0.20350647,0.239730835,-0.721313477
658.179,0.285583496,0.334777832,-0.793106079
667.86,0.254562378,0.386367798,-1.350143433
677.532,0.298828125,0.386611938,-1.715774536
687.219,0.221313477,0.438995361,-1.265487671
696.898,0.171005249,0.388320923,-1.573379517
706.577,0.207580566,0.277755737,-1.615737915
716.254,0.194076538,0.305877686,-1.408279419
725.932,0.21434021,0.33404541,-1.359771729
735.611,0.206481934,0.313461304,-1.126403809
745.276,0.201156616,0.257156372,-0.996856689
754.95,0.294082642,0.136245728,-0.96697998
764.649,0.518814087,-0.074874878,-0.964599609
774.32,0.360855103,-0.086502075,-0.82194519
784.005,0.160491943,0.093017578,-0.805023193
793.658,0.174453735,0.252212524,-0.786270142
803.332,0.178466797,0.35093689,-0.761520386
813.035,0.180969238,0.376113892,-0.722457886
822.7,0.23664856,0.396240234,-0.685653687
832.398,0.36769104,0.404327393,-0.61416626
842.078,0.449249268,0.344207764,-0.509262085
851.738,0.432617188,0.274383545,-0.594345093
861.437,0.518692017,0.225708008,-0.535522461
871.115,0.598449707,0.287765503,-0.826416016
880.775,0.674255371,0.299911499,-1.083938599
890.464,0.668685913,0.306274414,-1.086471558
900.153,0.729232788,0.390228271,-1.1509552
909.827,0.721847534,0.423400879,-1.262176514
919.485,0.629226685,0.387756348,-1.098907471
929.188,0.47895813,0.354858398,-0.918685913
938.856,0.448455811,0.330490112,-0.767608643
948.534,0.516891479,0.307388306,-0.640319824
958.198,0.514801025,0.297927856,-0.59777832
967.894,0.479568481,0.359603882,-0.640411377
977.58,0.509994507,0.377655029,-0.669204712
987.237,0.547393799,0.427932739,-0.706802368
996.917,0.589370728,0.416656494,-0.634857178
1006.612,0.654693604,0.438064575,-0.540328979
1016.276,0.658432007,0.50604248,-0.565002441
1025.952,0.552429199,0.575378418,-0.513656616
1035.647,0.50680542,0.587417603,-0.425537109
1045.325,0.527984619,0.513778687,-0.3984375
1055.005,0.548675537,0.474014282,-0.389007568
1064.682,0.513153076,0.528549194,-0.362106323
1074.333,0.446212769,0.569503784,-0.364242554
1084.037,0.452102661,0.545547485,-0.41444397
1093.715,0.464355469,0.579345703,-0.462005615
1103.385,0.483703613,0.610961914,-0.520492554
1113.072,0.527633667,0.618850708,-0.570205688
1122.749,0.607833862,0.60383606,-0.605545044
1132.422,0.670043945,0.651016235,-0.630325317
1142.105,0.716812134,0.686538696,-0.616149902
1151.783,0.783325195,0.68939209,-0.597335815
1161.377625,0.818069458,0.674880981,-0.579330444
1171.036625,0.889648438,0.59715271,-0.581756592
1180.705625,0.927001953,0.551940918,-0.606155396
1190.412625,0.95401001,0.542633057,-0.643218994
1200.091625,0.991989136,0.558181763,-0.645141602
1209.758625,1.049972534,0.604476929,-0.635803223
1219.384625,1.161911011,0.64163208,-0.60383606
1229.062625,1.263046265,0.681777954,-0.546875
1238.733625,1.296401978,0.717453003,-0.512588501
1248.419625,1.291397095,0.774765015,-0.501541138
1258.081625,1.248779297,0.785903931,-0.46144104
1267.755625,1.203689575,0.750198364,-0.425994873
1277.451625,1.184280396,0.683013916,-0.413101196
1287.104625,1.163085938,0.631225586,-0.435409546
1296.803625,1.136077881,0.596160889,-0.457687378
1306.482625,1.103240967,0.534683228,-0.47253418
1316.161625,1.079498291,0.484771729,-0.487213135
1325.829625,1.078735352,0.527175903,-0.507171631
1335.514625,1.037994385,0.553268433,-0.482666016
1345.190625,0.997802734,0.562362671,-0.492523193
1354.869625,0.981719971,0.567977905,-0.521835327
1364.547625,1.051498413,0.585754395,-0.584747314
1374.201625,1.042541504,0.530014038,-0.528518677
1383.898625,1.036987305,0.462402344,-0.413040161
1393.579625,1.058364868,0.410446167,-0.335693359
1403.252625,1.082275391,0.394546509,-0.286956787
1412.928625,1.047668457,0.423843384,-0.292541504
1422.615625,0.970504761,0.437271118,-0.283843994
1432.277625,0.850265503,0.44670105,-0.301437378
1441.950625,0.760864258,0.409957886,-0.330795288
1451.630625,0.865402222,0.426147461,-0.291259766
1461.298625,0.720870972,0.376907349,-0.213623047
1470.989625,0.62550354,0.402908325,-0.197265625
1480.668625,0.60534668,0.4765625,-0.125549316
1490.346625,0.603561401,0.497329712,-0.126800537
1500.040625,0.640350342,0.529449463,-0.191940308
1509.718625,0.739685059,0.601379395,-0.240982056
1519.395625,0.812103271,0.656524658,-0.241149902
1529.073625,0.885757446,0.700073242,-0.208786011
1538.721625,0.89932251,0.742965698,-0.167266846
1548.429625,0.872680664,0.742797852,-0.114547729
1558.107625,0.968322754,0.658187866,0.009689331
1567.774625,0.867263794,0.559494019,0.059539795
1577.464625,0.993164063,0.494750977,0.049682617
1587.136625,1.070617676,0.449035645,0.114654541
1596.794625,0.929550171,0.416305542,0.139068604
1606.499625,0.632522583,0.470596313,0.117340088
1616.179625,0.531082153,0.543457031,-0.041473389
1625.849625,0.703598022,0.508972168,-0.130401611
1635.534625,0.959594727,0.398635864,-0.145187378
1645.212625,0.897491455,0.388580322,-0.023864746
1654.889625,0.742034912,0.408111572,0.025253296
1664.545625,0.813247681,0.451675415,-0.096740723
1674.246625,0.93182373,0.468200684,-0.134857178
1683.924625,0.970031738,0.437728882,-0.099456787
1693.603625,0.939086914,0.389663696,-0.107009888
1703.277625,0.8934021,0.351776123,-0.124694824
1712.958625,0.916671753,0.319534302,-0.097747803
1722.632625,0.968154907,0.296600342,-0.060256958
1732.293625,1.024276733,0.295547485,-0.012268066
1741.996625,1.037567139,0.328720093,0.044937134
1751.673625,1.021026611,0.392883301,0.058914185
1761.348625,1.019775391,0.430358887,0.063766479
1771.028625,1.023620605,0.405807495,0.029830933
1780.705625,1.059448242,0.368713379,-0.008895874
1790.368625,0.982513428,0.327667236,-0.108322144
1800.061625,0.935577393,0.266571045,-0.134262085
1809.740625,0.902252197,0.248840332,-0.103271484
1819.417625,0.861968994,0.250488281,-0.082489014
1829.096625,0.832366943,0.261810303,-0.104064941
1838.770625,0.774627686,0.276062012,-0.067382813
1848.452625,0.736221313,0.288223267,-0.073608398
1858.129625,0.764053345,0.300415039,-0.070877075
1867.785625,0.792541504,0.330001831,-0.060836792
1877.489625,0.807357788,0.348815918,-0.032424927
1887.140625,0.871109009,0.311965942,-0.022827148
1896.845625,0.95350647,0.299942017,-0.006912231
1906.520625,1.006652832,0.29196167,0.03465271
1916.192625,0.941146851,0.27532959,0.010070801
1925.867625,0.937835693,0.272064209,0.010360718
1935.541625,0.904174805,0.262405396,-0.020614624
1945.220625,0.909637451,0.247116089,-0.043991089
1954.899625,0.932617188,0.260925293,-0.056503296
1964.579625,0.898696899,0.26890564,-0.072647095
1974.258625,0.836837769,0.242202759,-0.090438843
1983.937625,0.781188965,0.267944336,-0.072540283
1993.632625,0.722396851,0.292327881,-0.068649292
2003.290625,0.717453003,0.299560547,-0.047439575
2012.992625,0.7603302,0.281158447,-0.038467407
2022.672625,0.776626587,0.270507813,-0.032531738
2032.343625,0.837509155,0.263671875,0.014053345
2042.028625,0.921188354,0.304702759,0.04800415
2051.706625,0.996948242,0.320175171,0.055282593
2061.360625,1.011642456,0.310043335,0.037017822
2071.039625,1.01385498,0.269592285,-0.001296997
2080.743625,0.956985474,0.276428223,-0.019058228
2090.415625,0.900421143,0.289352417,-0.059555054
2100.101625,0.791732788,0.279876709,-0.094085693
2109.782625,0.740356445,0.255905151,-0.086257935
2119.455625,0.751541138,0.259994507,-0.082611084
2129.138625,0.790603638,0.246765137,-0.062347412
2138.788625,0.792312622,0.225372314,-0.039093018
2148.496625,0.830871582,0.224914551,0.028961182
2158.175625,0.875717163,0.271881104,0.091186523
2167.833625,0.939437866,0.337280273,0.108398438
2177.531625,0.978820801,0.358200073,0.103851318
2187.207625,0.981903076,0.311355591,0.093582153
2196.864625,0.941604614,0.265670776,0.058197021
2206.562625,0.876754761,0.233810425,0.026626587
2216.239625,0.867095947,0.181213379,0.00843811
2225.906625,0.869506836,0.155899048,0.016586304
2235.593625,0.898864746,0.173904419,0.052307129
2245.269625,0.907180786,0.276077271,0.11164856
2254.939625,0.941238403,0.406402588,0.147491455
2264.623625,0.952072144,0.53477478,0.142730713
2274.296625,0.939071655,0.578704834,0.07484436
2283.977625,0.855957031,0.606201172,0.033798218
2293.655625,0.654998779,0.540542603,-0.054382324
2303.308625,0.72869873,0.103668213,-0.20072937
2313.009625,0.87588501,0.34185791,-0.132995605
2322.679625,0.992141724,0.710266113,0.118286133
2332.361625,1.096984863,0.90411377,0.134902954
2342.037625,1.062316895,0.901596069,0.20866394
2351.714625,1.073471069,0.869628906,0.246246338
2361.383625,1.116760254,0.75668335,0.078277588
2371.067625,1.137817383,0.602386475,-0.067672729
2380.744625,1.159957886,0.494598389,-0.099502563
2390.410625,1.095062256,0.439376831,-0.123245239
2400.080625,1.055679321,0.537796021,-0.073638916
2409.773625,1.177062988,0.596420288,0.032165527
2419.428625,1.349502563,0.58303833,-0.015777588
2429.127625,1.418777466,0.472610474,-0.067016602
2438.776625,1.261108398,0.395446777,-0.038223267
2448.481625,0.850494385,0.406921387,-0.194763184
2458.142625,0.381149292,0.623550415,-0.33215332
2467.821625,0.30015564,0.816543579,-0.565063477
2477.500625,0.510025024,0.474060059,-0.144897461
2487.178625,0.704879761,0.295684814,0.236663818
2496.852625,0.760757446,0.301330566,0.283889771
2506.554625,0.794036865,0.392990112,0.363189697
2516.231625,0.629669189,0.48828125,0.389144897
2525.892625,0.405456543,0.622009277,0.408035278
2535.586625,0.449127197,0.626998901,0.376571655
2545.264625,0.387588501,0.571258545,0.340194702
2554.929625,0.328414917,0.47366333,0.210357666
2564.622625,0.390441895,0.424484253,0.145431519
2574.300625,0.434020996,0.536956787,0.156173706
2583.977625,0.531616211,0.544876099,0.092834473
2593.654625,0.524276733,0.658859253,0.068664551
2603.327625,0.473709106,0.626358032,0.039337158
2613.011625,0.579605103,0.551422119,0.200531006
2622.690625,0.896789551,0.467300415,0.183166504
2632.349625,1.00227356,0.60395813,0.380355835
2642.049625,1.104446411,0.900924683,0.422821045
2651.728625,1.131591797,1.080200195,0.3984375
2661.402625,1.104293823,1.007202148,0.434265137
2671.084625,1.106201172,0.85585022,0.201934814
2680.760625,0.968490601,0.737243652,0.151199341
2690.427625,0.849822998,0.699478149,0.099884033
2700.115625,0.71887207,0.73260498,0.174987793
2709.794625,0.608047485,0.746047974,0.212020874
2719.465625,0.677001953,0.667922974,-0.049133301
2729.151625,0.581970215,0.730194092,0.190063477
2738.827625,0.627700806,0.733612061,0.199325562
2748.504625,0.611709595,0.745498657,0.234085083
2758.181625,0.598007202,0.758789063,0.207199097
2767.860625,0.725753784,0.738494873,0.169189453
2777.537625,0.739303589,0.779052734,0.285736084
2787.214625,0.68977356,0.796676636,0.238494873
2796.869625,0.742263794,0.723587036,0.100402832
2806.569625,0.765426636,0.659057617,0.179229736
2816.246625,0.825668335,0.618743896,0.145675659
2825.896625,0.781387329,0.730789185,0.171066284
2835.602625,0.787689209,0.718276978,0.144821167
2845.280625,0.722259521,0.653961182,0.18119812
2854.946625,0.693252563,0.721237183,0.216583252
2864.635625,0.727783203,0.753326416,0.211898804
2874.315625,0.730178833,0.712249756,0.203567505
2883.994625,0.669296265,0.695419312,0.224807739
2893.673625,0.695495605,0.643264771,0.158157349
2903.336625,0.690658569,0.651947021,0.131393433
2913.020625,0.658721924,0.687149048,0.09828186
2922.693625,0.608612061,0.732711792,0.099990845
2932.367625,0.549118042,0.769760132,0.09211731
2942.063625,0.518417358,0.822509766,0.080276489
2951.727625,0.498672485,0.835601807,0.058074951
2961.420625,0.511932373,0.829376221,0.045013428
2971.086625,0.533172607,0.823486328,0.075332642
2980.770625,0.548370361,0.81602478,0.115356445
2990.442625,0.583572388,0.821746826,0.147705078
3000.141625,0.618453979,0.850280762,0.153320313
3009.820625,0.61138916,0.892608643,0.161819458
3019.490625,0.638931274,0.927780151,0.161300659
3029.176625,0.660400391,0.976760864,0.179992676
3038.856625,0.633087158,0.973953247,0.206878662
3048.533625,0.606887817,0.987197876,0.247848511
3058.211625,0.56036377,1.040740967,0.369171143
3067.865625,0.51802063,0.952178955,0.360275269
3077.566625,0.463531494,0.861557007,0.211349487
3087.244625,0.495681763,0.714996338,0.15385437
3096.918625,0.529159546,0.484436035,0.102249146
3106.600625,0.545349121,0.328704834,0.080322266
3116.278625,0.590362549,0.384552002,0.039993286
3125.940625,0.649108887,0.469680786,0.037078857
3135.636625,0.719955444,0.545501709,0.052947998
3145.315625,0.723129272,0.733139038,0.096557617
3154.985625,0.747161865,0.78944397,0.098968506
3164.675625,0.751449585,0.747741699,0.11706543
3174.353625,0.718536377,0.756271362,0.108200073
3184.027625,0.650878906,0.700561523,0.077072144
3193.712625,0.706893921,0.598327637,0.056854248
3203.394625,0.784637451,0.547912598,0.097106934
3213.071625,0.677810669,0.554595947,0.12512207
3222.750625,0.563201904,0.609466553,0.110580444
3232.428625,0.1118927,0.853851318,0.10319519
3242.108625,0.01802063,0.888153076,0.11151123
3251.786625,-0.063903809,0.94102478,0.21697998
3261.436625,-0.17250061,1.149856567,0.164978027
3271.124625,-0.401367188,1.493652344,0.333953857
3280.798625,0.018997192,1.719833374,0.228988647
3290.470625,0.415710449,1.568725586,-0.146636963
3300.175625,0.508926392,0.968231201,-0.119949341
3309.860625,0.360122681,0.94543457,0.00163269
3319.529625,0.312942505,1.006195068,0.062637329
3329.217625,0.246322632,1.021408081,0.082397461
3338.894625,0.185287476,1.038803101,0.091384888
3348.572625,0.216995239,0.750930786,0.10194397
3358.249625,0.404922485,0.817260742,0.230926514
3367.914625,0.503967285,0.897781372,0.298797607
3377.604625,0.456222534,0.871582031,0.228988647
3387.283625,0.422683716,0.920333862,0.163467407
3396.936625,0.361129761,0.976669312,0.150421143
3406.638625,0.301620483,0.978317261,0.109909058
3416.317625,0.314727783,0.967102051,0.082092285
3425.990625,0.334747314,0.977279663,0.113418579
3435.663625,0.33152771,0.980545044,0.130584717
3445.337625,0.331542969,0.982650757,0.137802124
3455.017625,0.327560425,0.979217529,0.147323608
3464.701625,0.334075928,0.954193115,0.146636963
3474.366625,0.368026733,0.933456421,0.148696899
3484.045625,0.36882019,0.913421631,0.149230957
3493.725625,0.330703735,0.890594482,0.143798828
3503.404625,0.313827515,0.898376465,0.123962402
3513.094625,0.278076172,0.926589966,0.095565796
3522.779625,0.243484497,0.916122437,0.110794067
3532.456625,0.214279175,0.91847229,0.142120361
3542.108625,0.193984985,0.909729004,0.146224976
3551.811625,0.193008423,0.931549072,0.146194458
3561.487625,0.261962891,0.937026978,0.138687134
3571.169625,0.403839111,0.957550049,0.183395386
3580.835625,0.616500854,1.006027222,0.179412842
3590.509625,0.688049316,0.95085144,0.152053833
3600.509625,0.517105103,0.930221558,0.132141113
3610.124625,0.4012146,0.917068481,0.133285522
3619.802625,0.348022461,0.944366455,0.149932861
3629.486625,0.374740601,0.997680664,0.15864563
3639.176625,0.375030518,0.968704224,0.133850098
3648.833625,0.307281494,0.915115356,0.113647461
3658.507625,0.27041626,0.9168396,0.161346436
3668.213625,0.223464966,0.854904175,0.203979492
3677.890625,0.209259033,0.931427002,0.22845459
3687.558625,0.173522949,0.912277222,0.219299316
3697.245625,0.123901367,0.836654663,0.193099976
3706.922625,0.279067993,0.735214233,0.102005005
3716.591625,0.416595459,0.728973389,0.1068573
3726.278625,0.356414795,0.639816284,0.067810059
3735.956625,0.287017822,0.754104614,0.02583313
3745.633625,0.250076294,0.872268677,0.05241394
3755.313625,0.252868652,0.966049194,0.120193481
3764.991625,0.29397583,1.020370483,0.178588867
3774.665625,0.301376343,1.100708008,0.227035522
3784.348625,0.270721436,1.14225769,0.231536865
3794.005625,0.235992432,1.120498657,0.178039551
3803.703625,0.221984863,1.066299438,0.140350342
3813.383625,0.234634399,0.985687256,0.120285034
3823.035625,0.259674072,0.866699219,0.105041504
3832.741625,0.267532349,0.812072754,0.108123779
3842.419625,0.246795654,0.835479736,0.111419678
3852.080625,0.215286255,0.86630249,0.116241455
3861.710625,0.1771698,0.873214722,0.110946655
3871.388625,0.145187378,0.892990112,0.077789307
3881.056625,0.16343689,0.900558472,0.067352295
3890.745625,0.176483154,0.870605469,0.052871704
3900.421625,0.177627563,0.817611694,0.036178589
3910.093625,0.190414429,0.823974609,0.063766479
3919.779625,0.244216919,0.84022522,0.05960083
3929.457625,0.281387329,0.83114624,0.05317688
3939.136625,0.30456543,0.823135376,0.05947876
3948.814625,0.340286255,1.057235718,0.01763916
3958.493625,0.337051392,1.104278564,0.065505981
3968.170625,0.3230896,0.971908569,0.072784424
3977.849625,0.278686523,0.835174561,0.044921875
3987.499625,0.241149902,0.795532227,0.015792847
3997.205625,0.209823608,0.895462036,0.031890869
4006.882625,0.181488037,1.05632019,0.03793335
4016.561625,0.218566895,1.000396729,0.056564331
4026.235625,0.259109497,0.903823853,0.033325195
4035.917625,0.231384277,0.960235596,-0.018936157
4045.570625,0.206329346,1.018356323,-0.040725708
4055.273625,0.254104614,1.050369263,-0.031860352
4064.936625,0.24206543,1.002807617,-0.036224365
4074.624625,0.221694946,0.93762207,-0.053924561
4084.287625,0.211608887,1.042678833,0.008560181
4093.986625,0.186584473,1.149703979,0.051254272
4103.650625,0.170043945,1.020980835,-0.003219604
4113.338625,0.171905518,1.007659912,0.011230469
4122.999625,0.160018921,1.002990723,0.02645874
4132.693625,0.092849731,0.97114563,0.021469116
4142.370625,0.108001709,1.078948975,-0.085449219
4152.047625,0.157012939,1.235977173,-0.077880859
4161.697625,0.178619385,1.262634277,-0.007583618
4171.399625,0.19078064,1.218475342,-0.0052948
4181.074625,0.205963135,1.138336182,-0.023727417
4190.739625,0.215759277,1.087402344,-0.046188354
4200.419625,0.222976685,1.0650177,-0.053573608
4210.087625,0.214019775,1.086547852,-0.048324585
4219.774625,0.198165894,1.081954956,-0.058364868
4229.457625,0.194473267,1.040328979,-0.062057495
4239.121625,0.186721802,1.033737183,-0.060638428
4248.822625,0.170318604,0.999008179,-0.045074463
4258.476625,0.134674072,0.927032471,-0.036407471
4268.173625,0.10710144,0.860473633,-0.022476196
4277.850625,0.07232666,0.797744751,-0.021743774
4287.505625,0.057998657,0.802307129,-0.035095215
4297.203625,0.048095703,0.774078369,-0.034881592
4306.867625,0.038269043,0.808944702,-0.047851563
4316.535625,0.045074463,0.934814453,-0.088119507
4326.236625,0.081314087,0.941619873,-0.08921814
4335.912625,0.023269653,0.857818604,-0.092697144
4345.563625,0.043685913,1.000183105,-0.084777832
4355.267625,0.146133423,1.162246704,-0.086013794
4364.944625,0.117630005,1.209564209,-0.051345825
4374.613625,0.045471191,1.225906372,-0.082015991
4384.300625,-0.012695313,1.197891235,-0.135726929
4393.978625,-0.050033569,1.176239014,-0.134277344
4403.655625,-0.053146362,1.174194336,-0.105255127
4413.333625,-0.031600952,1.169265747,-0.110794067
4423.010625,-0.024139404,1.142791748,-0.086120605
4432.681625,-0.023010254,1.115585327,-0.07975769
4442.363625,-0.034332275,1.066970825,-0.088378906
4452.039625,-0.025741577,1.039474487,-0.08493042
4461.719625,-0.03616333,1.028640747,-0.09828186
4471.398625,-0.052383423,1.022872925,-0.101028442
4481.046625,-0.063156128,1.026535034,-0.100387573
4490.752625,-0.06539917,1.018112183,-0.104217529
4500.428625,-0.065322876,1.014038086,-0.108581543
4510.084625,-0.066482544,0.999481201,-0.113998413
4519.782625,-0.068832397,0.982574463,-0.126373291
4529.461625,-0.072891235,0.971008301,-0.132385254
4539.132625,-0.074783325,0.958099365,-0.134185791
4548.816625,-0.08454895,0.951339722,-0.138473511
4558.494625,-0.084213257,0.948944092,-0.140686035
4568.170625,-0.095199585,0.932952881,-0.149093628
4577.847625,-0.078186035,0.928192139,-0.161178589
4587.507625,-0.089279175,0.900283813,-0.136779785
4597.201625,-0.100265503,0.904983521,-0.12487793
4606.878625,-0.073562622,0.883071899,-0.147659302
4616.554625,-0.089294434,0.843643188,-0.117767334
4626.203625,-0.067092896,0.814208984,-0.142944336
4635.906625,-0.076477051,0.780044556,-0.118331909
4645.582625,-0.060394287,0.74836731,-0.104675293
4655.234625,-0.03894043,0.737091064,-0.116348267
4664.930625,-0.031936646,0.711959839,-0.127288818
4674.592625,-0.020751953,0.700790405,-0.136260986
4684.270625,-0.021270752,0.636520386,-0.140167236
4693.948625,-0.023071289,0.586715698,-0.152938843
4703.627625,-0.03314209,0.55619812,-0.177322388
4713.300625,-0.040802002,0.462493896,-0.197555542
4722.979625,-0.039703369,0.355484009,-0.020996094
4732.671625,-0.113708496,0.367507935,0.00642395
4742.347625,-0.152145386,0.365539551,0.071151733
4751.998625,-0.163726807,0.613555908,0.046707153
4761.702625,-0.247238159,1.733520508,0.049163818
4771.380625,-0.500762939,3.273376465,0.1824646
4781.049625,-0.651229858,3.649337769,0.089691162
4790.733625,-0.451477051,2.016952515,-0.083007813
4800.412625,-0.401748657,1.138565063,-0.101379395
4810.061625,-0.458465576,0.761413574,-0.048400879
4819.768625,-0.522750854,0.684051514,-0.047668457
4829.444625,-0.544799805,0.700942993,-0.051147461
4839.116625,-0.546112061,0.781326294,-0.015853882
4848.798625,-0.572402954,0.858016968,0.011138916
4858.476625,-0.598373413,0.891159058,0.005447388
4868.154625,-0.57749939,0.843902588,-0.043045044
4877.832625,-0.573669434,0.86390686,-0.048461914
4887.509625,-0.531295776,0.896118164,-0.0443573
4897.188625,-0.468353271,0.881484985,-0.041320801
4906.867625,-0.431137085,0.878921509,-0.04006958
4916.517625,-0.404312134,0.873535156,-0.055892944
4926.220625,-0.374984741,0.852615356,-0.073989868
4935.898625,-0.367279053,0.841949463,-0.074401855
4945.569625,-0.379394531,0.85736084,-0.068847656
4955.252625,-0.406036377,0.918182373,-0.06211853
4964.924625,-0.42477417,0.974029541,-0.068954468
4974.600625,-0.446914673,1.032928467,-0.077346802
4984.284625,-0.451416016,1.036392212,-0.0806427
4993.962625,-0.439407349,1.011611938,-0.084976196
5003.633625,-0.429626465,0.976119995,-0.081481934
5013.318625,-0.418533325,0.941802979,-0.074249268
5022.995625,-0.405181885,0.928085327,-0.067626953
5032.673625,-0.388626099,0.906539917,-0.063537598
5042.350625,-0.373062134,0.896102905,-0.060256958
5052.027625,-0.362442017,0.893783569,-0.057540894
5061.704625,-0.359451294,0.897094727,-0.060317993
5071.384625,-0.359298706,0.9009552,-0.061752319
5081.037625,-0.368011475,0.921203613,-0.050262451
5090.722625,-0.375427246,0.957611084,-0.0677948
5100.421625,-0.366333008,0.960494995,-0.080963135
5110.098625,-0.350784302,0.952941895,-0.092300415
5119.780625,-0.317184448,0.886810303,-0.095703125
5129.433625,-0.337234497,0.899536133,-0.086303711
5139.110625,-0.328384399,0.922622681,-0.103027344
5148.819625,-0.326950073,0.940078735,-0.115097046
5158.489625,-0.30821228,0.941146851,-0.122756958
5168.160625,-0.288284302,0.941833496,-0.115585327
5177.791625,-0.278625488,0.939666748,-0.101135254
5187.471625,-0.261001587,0.937423706,-0.093322754
5197.141625,-0.255447388,0.917205811,-0.09413147
5206.829625,-0.255401611,0.938705444,-0.078918457
5216.504625,-0.257141113,0.940002441,-0.07800293
5226.189625,-0.254882813,0.948959351,-0.074935913
5235.867625,-0.253860474,0.963790894,-0.078521729
5245.523625,-0.269119263,0.964111328,-0.084884644
5255.215625,-0.28717041,0.94732666,-0.085296631
5264.884625,-0.302581787,0.926513672,-0.079864502
5274.558625,-0.319946289,0.913619995,-0.075469971
5284.263625,-0.338119507,0.907653809,-0.072311401
5293.935625,-0.344528198,0.890609741,-0.077163696
5303.617625,-0.355255127,0.898880005,-0.086425781
5313.281625,-0.361968994,0.909820557,-0.087173462
5322.958625,-0.367462158,0.924087524,-0.082275391
5332.627625,-0.365386963,0.937637329,-0.074554443
5342.332625,-0.356277466,0.95098877,-0.053909302
5352.009625,-0.342773438,0.953781128,-0.021789551
5361.678625,-0.322341919,0.945632935,-0.008605957
5371.335625,-0.310180664,0.905715942,0.001312256
5381.042625,-0.31187439,0.874694824,0.011459351
5390.719625,-0.332305908,0.883178711,0.013061523
5400.394625,-0.36567688,0.92956543,-0.010772705
5410.071625,-0.388809204,0.969421387,-0.039398193
5419.749625,-0.404846191,1.001876831,-0.060974121
5429.428625,-0.422393799,1.027267456,-0.073257446
5439.083625,-0.436141968,1.041290283,-0.077468872
5448.784625,-0.449035645,1.039520264,-0.074905396
5458.461625,-0.452041626,1.020141602,-0.080032349
5468.132625,-0.441894531,0.99269104,-0.101013184
