time(ms),accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ
784.622,0.101638794,0.650375366,-0.431243896
794.305,0.148086548,0.728759766,-0.525100708
803.983,0.259429932,0.770645142,-0.511352539
813.673,0.38041687,0.816650391,-0.446731567
823.338,0.454071045,0.867904663,-0.378326416
833.035,0.491744995,0.928100586,-0.371444702
842.712,0.494369507,1.015090942,-0.414993286
852.391,0.421051025,1.076934814,-0.402252197
862.065,0.38394165,1.093521118,-0.420974731
871.754,0.375747681,1.035598755,-0.442703247
881.438,0.389953613,0.944488525,-0.367706299
891.125,0.483139038,0.813751221,-0.253189087
900.823,0.545471191,0.769378662,-0.106140137
910.506,0.525756836,0.777420044,-0.123733521
920.175,0.592727661,0.692474365,-0.408554077
929.869,0.664199829,0.566772461,-0.676483154
939.554,0.707366943,0.554641724,-0.848358154
949.236,0.677658081,0.686462402,-0.621200562
958.917,0.57472229,0.801940918,-0.284698486
968.572,0.518218994,0.911895752,-0.235931396
978.28,0.503067017,0.952514648,-0.313354492
987.963,0.50819397,0.933868408,-0.368026733
997.624,0.623260498,0.828277588,-0.339248657
1007.328,0.825408936,0.715698242,-0.288665771
1017.003,0.979125977,0.585388184,-0.219116211
1026.677,0.984832764,0.447662354,-0.188369751
1036.374,0.964752197,0.497817993,-0.134231567
1046.025,0.931518555,0.642379761,-0.112106323
1055.729,0.876937866,0.722167969,-0.239395142
1065.42,0.864837646,0.743652344,-0.314102173
1075.103,0.822372437,0.661865234,-0.215545654
1084.787,0.729873657,0.571884155,0.048690796
1094.457,0.682846069,0.745437622,-0.004241943
1104.15,0.666641235,0.939559937,-0.133331299
1113.833,0.674621582,0.860305786,-0.231719971
1123.516,0.673400879,0.701034546,-0.297714233
1133.199,0.655593872,0.632659912,-0.404541016
1142.882,0.565856934,0.692169189,-0.645797729
1152.565,0.512649536,0.774429321,-0.847869873
1162.236,0.54460144,0.856628418,-0.809509277
1171.933,0.649887085,0.912399292,-0.620437622
1181.615,0.682006836,1.047744751,-0.498687744
1191.29,0.635604858,1.15763855,-0.404876709
1200.981,0.579910278,1.221817017,-0.282623291
1210.664,0.51385498,1.189880371,-0.25177002
1220.336,0.450012207,1.049865723,-0.209411621
1230.033,0.407440186,0.945465088,-0.182922363
1239.716,0.442550659,0.86378479,-0.210357666
1249.394,0.565124512,0.813323975,-0.228134155
1259.084,0.691085815,0.810256958,-0.231292725
1268.766,0.781677246,0.839569092,-0.23840332
1278.442,0.765213013,0.921386719,-0.23274231
1288.127,0.682067871,1.047409058,-0.184020996
1297.793,0.617355347,1.165023804,-0.134994507
1307.493,0.578842163,1.204925537,-0.089385986
1317.161,0.560974121,1.17578125,-0.071334839
1326.848,0.538192749,1.092605591,-0.056838989
1336.529,0.523635864,0.995864868,-0.038955688
1346.218,0.512313843,0.926345825,-0.015686035
1355.902,0.486724854,0.887145996,-0.000701904
1365.503333,0.461227417,0.861328125,0.035583496
1375.203333,0.435287476,0.841049194,0.087524414
1384.878333,0.414733887,0.806350708,0.089736938
1394.570333,0.435409546,0.753494263,0.112960815
1404.253333,0.43687439,0.733200073,0.140533447
1413.912333,0.371673584,0.789123535,0.107772827
1423.624333,0.416091919,0.816192627,0.07472229
1433.306333,0.487762451,0.845123291,0.052062988
1442.992333,0.550567627,0.882522583,0.0415802
1452.676333,0.594055176,0.897979736,0.042129517
1462.358333,0.617828369,0.884735107,0.051605225
1472.044333,0.619354248,0.855651855,0.05821228
1481.728333,0.62336731,0.824539185,0.06199646
1491.411333,0.627044678,0.795333862,0.065490723
1501.095333,0.623733521,0.763137817,0.061813354
1510.779333,0.61541748,0.728469849,0.059585571
1520.454333,0.599868774,0.678771973,0.064453125
1530.147333,0.580947876,0.646072388,0.056930542
1539.829333,0.559844971,0.628540039,0.043289185
1549.507333,0.547332764,0.614273071,0.026306152
1559.133333,0.544631958,0.605941772,-7.63E-05
1568.816333,0.550460815,0.597824097,-0.0209198
1578.485333,0.57244873,0.59286499,-0.037185669
1588.183333,0.567184448,0.591812134,-0.042999268
1597.860333,0.559753418,0.599639893,-0.05758667
1607.543333,0.566650391,0.60887146,-0.07043457
1617.235333,0.576934814,0.630981445,-0.07572937
1626.920333,0.588134766,0.664932251,-0.099487305
1636.602333,0.593017578,0.693435669,-0.13432312
1646.285333,0.584182739,0.708831787,-0.141311646
1655.947333,0.572280884,0.71987915,-0.138549805
1665.652333,0.558776855,0.7396698,-0.143203735
1675.336333,0.547210693,0.767288208,-0.162124634
1684.998333,0.544876099,0.784210205,-0.185165405
1694.702333,0.554138184,0.801879883,-0.217895508
1704.386333,0.583389282,0.820556641,-0.276702881
1714.051333,0.629043579,0.812484741,-0.321334839
1723.754333,0.702667236,0.745864868,-0.34173584
1733.437333,0.781738281,0.623565674,-0.323989868
1743.111333,0.819885254,0.519470215,-0.270202637
1752.778333,0.812744141,0.4662323,-0.247894287
1762.490333,0.778747559,0.476821899,-0.249542236
1772.174333,0.723571777,0.521972656,-0.258728027
1781.858333,0.661422729,0.561691284,-0.282730103
1791.543333,0.60295105,0.609649658,-0.302398682
1801.224333,0.562957764,0.657150269,-0.315856934
1810.910333,0.559783936,0.698226929,-0.320465088
1820.577333,0.590911865,0.733352661,-0.310379028
1830.277333,0.634414673,0.762557983,-0.280044556
1839.957333,0.671844482,0.810440063,-0.245391846
1849.636333,0.707366943,0.874923706,-0.220169067
1859.328333,0.734893799,0.938095093,-0.20980835
1869.001333,0.754089355,0.983352661,-0.219497681
1878.675333,0.76965332,1.002227783,-0.230575562
1888.369333,0.786254883,1.002365112,-0.247924805
1898.046333,0.815551758,1.013656616,-0.267105103
1907.723333,0.848510742,1.033416748,-0.27796936
1917.415333,0.882324219,1.070602417,-0.284805298
1927.104333,0.891082764,1.117614746,-0.279144287
1936.781333,0.868392944,1.149414063,-0.242935181
1946.482333,0.81703186,1.142166138,-0.188156128
1956.147333,0.769577026,1.131408691,-0.121871948
1965.848333,0.731430054,1.101425171,-0.079284668
1975.532333,0.717178345,1.025039673,-0.047805786
1985.205333,0.710083008,0.913284302,-0.021240234
1994.899333,0.69744873,0.814605713,0.000274658
2004.579333,0.681152344,0.734237671,0.000671387
2014.253333,0.664855957,0.67755127,0.007400513
2023.948333,0.657012939,0.636947632,0.039474487
2033.631333,0.663711548,0.61416626,0.066177368
2043.307333,0.682022095,0.610595703,0.109558105
2052.998333,0.703720093,0.634384155,0.173995972
2062.682333,0.724212646,0.663925171,0.237487793
2072.360333,0.727111816,0.687057495,0.29083252
2082.051333,0.712310791,0.699249268,0.307540894
2091.736333,0.694366455,0.709274292,0.29586792
2101.420333,0.676971436,0.704498291,0.242874146
2111.102333,0.660980225,0.702789307,0.200180054
2120.764333,0.648620605,0.708328247,0.179885864
2130.464333,0.644805908,0.694152832,0.149108887
2140.152333,0.649993896,0.656585693,0.106674194
2149.808333,0.655670166,0.618484497,0.071426392
2159.518333,0.65447998,0.591629028,0.040313721
2169.203333,0.647171021,0.571105957,0.026382446
2178.864333,0.639144897,0.558609009,0.022323608
2188.570333,0.630905151,0.542327881,0.01461792
2198.251333,0.627029419,0.523834229,0.011016846
2207.917333,0.629486084,0.50579834,0
2217.619333,0.635452271,0.486328125,-0.003356934
2227.302333,0.646331787,0.466506958,-0.017471313
2236.978333,0.66229248,0.456634521,-0.031417847
2246.669333,0.683120728,0.451217651,-0.058364868
2256.352333,0.700927734,0.456512451,-0.081436157
2266.035333,0.698226929,0.470733643,-0.112930298
2275.717333,0.699661255,0.488571167,-0.144836426
2285.401333,0.684585571,0.527114868,-0.197769165
2295.085333,0.685974121,0.56288147,-0.228729248
2304.769333,0.689376831,0.583755493,-0.23840332
2314.442333,0.685440063,0.607147217,-0.233459473
2324.136333,0.670059204,0.630218506,-0.216873169
2333.814333,0.665847778,0.643920898,-0.186935425
2343.476333,0.651824951,0.663848877,-0.157165527
2353.187333,0.649078369,0.671264648,-0.126785278
2362.855333,0.647125244,0.677536011,-0.113327026
2372.551333,0.654388428,0.67741394,-0.10824585
2382.233333,0.673706055,0.688415527,-0.112792969
2391.918333,0.702774048,0.708023071,-0.121368408
2401.577333,0.744812012,0.740737915,-0.124420166
2411.256333,0.808609009,0.755859375,-0.127639771
2420.952333,0.880874634,0.768676758,-0.127868652
2430.630333,0.961364746,0.761825562,-0.122055054
2440.313333,1.042114258,0.749328613,-0.121383667
2449.982333,1.101348877,0.746261597,-0.118164063
2459.693333,1.146560669,0.740890503,-0.127166748
2469.375333,1.200775146,0.741256714,-0.137283325
2479.035333,1.262771606,0.777282715,-0.146621704
2488.742333,1.314788818,0.837036133,-0.149414063
2498.425333,1.322021484,0.899490356,-0.117156982
2508.083333,1.279388428,0.928527832,-0.066085815
2517.793333,1.228500366,0.932556152,0.01423645
2527.475333,1.158172607,0.927398682,0.098510742
2537.141333,1.046142578,0.898803711,0.169433594
2546.840333,0.910720825,0.840621948,0.205810547
2556.523333,0.774719238,0.773010254,0.237869263
2566.205333,0.641235352,0.727737427,0.259780884
2575.886333,0.524368286,0.702850342,0.265625
2585.570333,0.437438965,0.678894043,0.244216919
2595.254333,0.381790161,0.676879883,0.207443237
2604.937333,0.342102051,0.715087891,0.195449829
2614.594333,0.322540283,0.786529541,0.199523926
2624.304333,0.314987183,0.869171143,0.200057983
2633.987333,0.313995361,0.93951416,0.196792603
2643.647333,0.330154419,0.984237671,0.192245483
2653.355333,0.36000061,1.001342773,0.179931641
2663.033333,0.400985718,0.980072021,0.164794922
2672.712333,0.424728394,0.941955566,0.163223267
2682.406333,0.442443848,0.884857178,0.150436401
2692.091333,0.465927124,0.824417114,0.133743286
2701.767333,0.488937378,0.773117065,0.104507446
2711.459333,0.513809204,0.726730347,0.059570313
2721.144333,0.543991089,0.701095581,0.024734497
2730.827333,0.573883057,0.67628479,-0.002120972
2740.511333,0.603118896,0.65335083,-0.033752441
2750.184333,0.619445801,0.630737305,-0.053771973
2759.879333,0.63218689,0.611846924,-0.066299438
2769.564333,0.648361206,0.593978882,-0.074951172
2779.247333,0.652328491,0.577270508,-0.089324951
2788.930333,0.649017334,0.567199707,-0.096847534
2798.615333,0.646636963,0.555755615,-0.102539063
2808.288333,0.654220581,0.547592163,-0.112792969
2817.955333,0.654403687,0.551879883,-0.123764038
2827.663333,0.65385437,0.572540283,-0.137527466
2837.337333,0.648635864,0.592025757,-0.156539917
2847.019333,0.651535034,0.607452393,-0.183319092
2856.713333,0.65725708,0.611846924,-0.204574585
2866.395333,0.661071777,0.604263306,-0.219146729
2876.017333,0.667907715,0.595535278,-0.227508545
2885.702333,0.681228638,0.580963135,-0.228775024
2895.363333,0.699737549,0.560058594,-0.22354126
2905.070333,0.719039917,0.539489746,-0.214187622
2914.749333,0.746047974,0.523895264,-0.230361938
2924.439333,0.776199341,0.513031006,-0.285614014
2934.123333,0.818313599,0.495559692,-0.374526978
2943.806333,0.846343994,0.479797363,-0.443267822
2953.490333,0.849243164,0.479324341,-0.415756226
2963.173333,0.816085815,0.514709473,-0.291000366
2972.859333,0.776657104,0.578689575,-0.16545105
2982.542333,0.761444092,0.65562439,-0.098052979
2992.225333,0.776199341,0.706878662,-0.077682495
3001.907333,0.790237427,0.736633301,-0.084564209
3011.581333,0.803909302,0.742996216,-0.102478027
3021.268333,0.824905396,0.741226196,-0.152557373
3030.959333,0.843460083,0.774200439,-0.304779053
3040.636333,0.864395142,0.790313721,-0.549972534
3050.305333,0.870559692,0.745727539,-0.686172485
3059.988333,0.856033325,0.688217163,-0.546081543
3069.687333,0.838256836,0.749160767,-0.27406311
3079.355333,0.849502563,0.88482666,-0.095733643
3089.039333,0.892120361,0.998397827,-0.044174194
3098.741333,0.924209595,1.077545166,-0.00491333
3108.425333,0.888778687,1.123596191,0.040084839
3118.108333,0.833084106,1.151382446,0.088272095
3127.793333,0.765533447,1.190658569,0.146453857
3137.466333,0.684509277,1.186691284,0.177032471
3147.160333,0.602416992,1.167160034,0.211013794
3156.843333,0.555679321,1.075622559,0.243011475
3166.520333,0.554229736,0.92829895,0.262496948
3176.210333,0.568023682,0.783294678,0.241607666
3185.892333,0.598129272,0.696990967,0.199630737
3195.559333,0.647994995,0.678604126,0.181060791
3205.259333,0.73147583,0.721176147,0.189559937
3214.943333,0.832443237,0.786895752,0.206863403
3224.612333,0.91267395,0.835479736,0.239532471
3234.309333,0.968185425,0.842758179,0.25553894
3243.991333,0.966491699,0.789306641,0.233184814
3253.674333,0.911880493,0.701126099,0.178909302
3263.356333,0.826004028,0.608337402,0.123901367
3273.026333,0.73866272,0.523513794,0.093063354
3282.718333,0.671630859,0.459869385,0.066497803
3292.398333,0.62538147,0.417129517,0.0574646
3302.078333,0.595367432,0.386688232,0.052764893
3311.762333,0.574127197,0.375228882,0.053039551
3321.444333,0.562698364,0.37550354,0.05645752
3331.100333,0.568511963,0.382553101,0.054138184
3340.809333,0.576538086,0.394241333,0.049743652
3350.491333,0.597640991,0.416168213,0.038772583
3360.161333,0.605529785,0.445068359,0.012496948
3369.854333,0.611129761,0.469192505,-0.005905151
3379.536333,0.615203857,0.496627808,-0.017333984
3389.209333,0.620956421,0.526580811,-0.029174805
3398.897333,0.621994019,0.56072998,-0.033843994
3408.569333,0.62272644,0.599441528,-0.054611206
3418.259333,0.63130188,0.637023926,-0.068710327
3427.940333,0.641937256,0.673675537,-0.071563721
3437.599333,0.655685425,0.699569702,-0.070831299
3447.302333,0.667953491,0.717498779,-0.069198608
3456.984333,0.690582275,0.717330933,-0.066497803
3466.659333,0.721450806,0.71836853,-0.068191528
3476.333333,0.750518799,0.720779419,-0.071411133
3486.034333,0.771179199,0.726821899,-0.079330444
3495.713333,0.779571533,0.725189209,-0.101760864
3505.400333,0.787887573,0.709854126,-0.123504639
3515.059333,0.786560059,0.686691284,-0.156982422
3524.741333,0.766571045,0.674728394,-0.18421936
3534.440333,0.758163452,0.686721802,-0.209793091
3544.132333,0.77142334,0.699356079,-0.23046875
3553.799333,0.813156128,0.708145142,-0.248260498
3563.485333,0.874801636,0.697814941,-0.263626099
3573.168333,0.974517822,0.65512085,-0.252243042
3582.853333,1.045715332,0.633010864,-0.21522522
3592.537333,1.082763672,0.607589722,-0.167800903
3602.219333,1.115783691,0.587387085,-0.134918213
3611.920333,1.159378052,0.572692871,-0.119628906
3621.603333,1.21836853,0.582565308,-0.136978149
3631.271333,1.264160156,0.629272461,-0.176025391
3640.970333,1.270904541,0.712112427,-0.19960022
3650.655333,1.228683472,0.790969849,-0.194442749
3660.335333,1.123382568,0.817306519,-0.143447876
3670.022333,0.998550415,0.77696228,-0.07762146
3679.707333,0.895492554,0.734848022,-0.016433716
3689.383333,0.815368652,0.711883545,0.052200317
3699.074333,0.737365723,0.702011108,0.114196777
3708.757333,0.655212402,0.694595337,0.172653198
3718.442333,0.590515137,0.687606812,0.232315063
3728.103333,0.545944214,0.693832397,0.276565552
3737.808333,0.507980347,0.724151611,0.296981812
3747.490333,0.485916138,0.778930664,0.304870605
3757.173333,0.508300781,0.869552612,0.308288574
3766.830333,0.563171387,0.979476929,0.30015564
3776.539333,0.624465942,1.067962646,0.282119751
3786.222333,0.654815674,1.14239502,0.266418457
3795.880333,0.644897461,1.169708252,0.258773804
3805.587333,0.605575562,1.104797363,0.236801147
3815.269333,0.56602478,0.966766357,0.203567505
3824.936333,0.529083252,0.830474854,0.167297363
3834.633333,0.506866455,0.719711304,0.123703003
3844.316333,0.49822998,0.645095825,0.084655762
3853.995333,0.496520996,0.588745117,0.051254272
3863.681333,0.50630188,0.557327271,0.022232056
3873.361333,0.509811401,0.537872314,-4.58E-05
3883.042333,0.519714355,0.515029907,-0.021636963
3892.725333,0.531066895,0.496917725,-0.03755188
3902.390333,0.535614014,0.489364624,-0.045425415
3912.092333,0.546463013,0.479934692,-0.058013916
3921.774333,0.564834595,0.479919434,-0.06439209
3931.442333,0.596878052,0.483520508,-0.073181152
3941.141333,0.626281738,0.498718262,-0.093826294
3950.824333,0.655975342,0.533401489,-0.130493164
3960.495333,0.680084229,0.564590454,-0.246383667
3970.169333,0.693359375,0.613754272,-0.736907959
3979.867333,0.698669434,0.624862671,-0.912902832
3989.548333,0.675231934,0.592193604,-0.436569214
3999.213333,0.621826172,0.589157104,-0.155639648
4008.909333,0.602966309,0.613052368,-0.089050293
4018.599333,0.630187988,0.643875122,-0.083358765
4028.281333,0.665893555,0.651199341,-0.082687378
4037.949333,0.697219849,0.641448975,-0.092102051
4047.633333,0.728485107,0.610702515,-0.134979248
4057.316333,0.772155762,0.536300659,-0.278961182
4066.998333,0.828781128,0.44291687,-0.524795532
4076.681333,0.871170044,0.407974243,-0.624603271
4086.381333,0.851287842,0.48135376,-0.42199707
4096.054333,0.784225464,0.585418701,-0.179107666
4105.745333,0.733581543,0.66293335,-0.06427002
4115.428333,0.721359253,0.711746216,-0.054168701
4125.083333,0.735321045,0.758728027,-0.052536011
4134.793333,0.758804321,0.833557129,-0.056060791
4144.476333,0.790664673,0.902832031,-0.099456787
4154.150333,0.864364624,0.967529297,-0.31338501
4163.843333,0.991348267,0.944335938,-0.65663147
4173.527333,1.065216064,0.805938721,-0.682693481
4183.204333,1.019210815,0.795654297,-0.353668213
4192.894333,0.980484009,0.895690918,-0.120620728
4202.578333,0.993682861,1.028671265,-0.05921936
4212.263333,1.014404297,1.135192871,-0.034469604
4221.946333,0.994400024,1.175430298,0.022277832
4231.629333,0.923278809,1.150344849,0.094085693
4241.314333,0.810531616,1.089736938,0.169143677
4250.999333,0.688400269,1.017227173,0.220046997
4260.666333,0.583450317,0.942565918,0.247390747
4270.366333,0.509490967,0.841018677,0.255615234
4280.049333,0.482437134,0.717285156,0.25491333
4289.732333,0.491470337,0.610229492,0.226165771
4299.417333,0.521148682,0.560012817,0.185897827
4309.102333,0.570327759,0.587463379,0.147537231
4318.777333,0.666885376,0.65586853,0.138931274
4328.469333,0.803237915,0.735824585,0.151138306
4338.150333,0.947952271,0.825958252,0.174560547
4347.805333,1.036315918,0.885162354,0.206390381
4357.509333,1.052886963,0.881607056,0.214706421
4367.204333,1.013183594,0.816436768,0.184143066
4376.887333,0.924133301,0.725708008,0.137680054
4386.551333,0.825424194,0.643341064,0.10218811
4396.225333,0.752059937,0.585479736,0.083526611
4405.937333,0.694580078,0.553436279,0.081253052
4415.619333,0.646240234,0.535491943,0.081848145
4425.277333,0.602508545,0.529067993,0.08026123
4434.985333,0.563491821,0.544616699,0.081466675
4444.668333,0.525192261,0.566421509,0.076293945
4454.349333,0.502700806,0.576248169,0.066116333
4464.036333,0.488021851,0.584106445,0.050292969
4473.709333,0.49029541,0.589614868,0.025650024
4483.394333,0.498291016,0.598327637,0.010971069
4493.085333,0.503234863,0.604446411,-0.009902954
4502.762333,0.510818481,0.618118286,-0.021179199
4512.437333,0.511489868,0.637115479,-0.032546997
4522.131333,0.517166138,0.653625488,-0.047271729
4531.814333,0.534835815,0.657958984,-0.061645508
4541.500333,0.551803589,0.665344238,-0.068435669
4551.169333,0.583908081,0.656921387,-0.068756104
4560.867333,0.620834351,0.648178101,-0.062713623
4570.538333,0.662612915,0.636581421,-0.059341431
4580.222333,0.703063965,0.628234863,-0.0493927
4589.920333,0.744552612,0.627990723,-0.04850769
4599.544333,0.78515625,0.624191284,-0.044708252
4609.221333,0.808853149,0.625045776,-0.053070068
4618.901333,0.822860718,0.621444702,-0.070739746
4628.589333,0.822341919,0.626251221,-0.095901489
4638.263333,0.813949585,0.639602661,-0.139984131
4647.949333,0.813522339,0.649719238,-0.186630249
4657.623333,0.815719604,0.655761719,-0.23046875
4667.308333,0.823562622,0.663726807,-0.242996216
4676.989333,0.831863403,0.665374756,-0.255950928
4686.674333,0.830688477,0.652008057,-0.243728638
4696.373333,0.846862793,0.615219116,-0.217559814
4706.038333,0.878662109,0.579299927,-0.180786133
4715.727333,0.913650513,0.554748535,-0.146133423
4725.421333,0.962051392,0.536529541,-0.117645264
4735.104333,1.014862061,0.532974243,-0.109695435
4744.786333,1.079727173,0.552749634,-0.127929688
4754.467333,1.140960693,0.61114502,-0.171234131
4764.150333,1.184616089,0.721008301,-0.209274292
4773.832333,1.223999023,0.842346191,-0.216018677
4783.507333,1.25630188,0.945632935,-0.165298462
4793.197333,1.232635498,0.991699219,-0.07522583
4802.880333,1.151016235,0.974838257,0.010223389
4812.534333,1.020904541,0.922653198,0.082794189
4822.242333,0.864883423,0.847122192,0.134292603
4831.923333,0.711746216,0.764038086,0.179122925
4841.598333,0.584274292,0.690460205,0.225814819
4851.286333,0.495223999,0.648590088,0.272323608
4860.968333,0.438095093,0.644348145,0.313705444
4870.650333,0.409637451,0.680084229,0.348724365
4880.332333,0.415100098,0.73487854,0.364486694
4890.015333,0.446456909,0.817489624,0.359786987
4899.698333,0.497848511,0.89453125,0.334991455
4909.380333,0.557235718,0.963348389,0.326721191
4919.035333,0.592544556,1.025894165,0.35597229
4928.743333,0.607345581,1.062301636,0.378509521
4938.425333,0.617889404,1.029525757,0.371429443
4948.089333,0.61026001,0.935760498,0.322235107
4957.788333,0.587768555,0.833358765,0.261657715
4967.469333,0.56578064,0.742935181,0.207275391
4977.126333,0.550430298,0.667205811,0.157958984
4986.834333,0.545700073,0.609786987,0.108261108
4996.516333,0.542831421,0.563064575,0.074005127
5006.190333,0.545425415,0.532196045,0.052536011
5015.880333,0.558395386,0.524963379,0.043502808
5025.560333,0.571792603,0.524765015,0.02532959
5035.243333,0.575241089,0.525604248,0.00227356
5044.920333,0.581481934,0.52015686,-0.010437012
5054.608333,0.595458984,0.514556885,-0.021774292
5064.291333,0.614883423,0.522613525,-0.033584595
5073.973333,0.633804321,0.534667969,-0.044464111
5083.648333,0.653198242,0.549880981,-0.057250977
5093.338333,0.665679932,0.579025269,-0.071411133
5103.020333,0.671722412,0.610122681,-0.081100464
5112.700333,0.663406372,0.634262085,-0.113861084
5122.383333,0.654281616,0.650772095,-0.147949219
5132.067333,0.644165039,0.659729004,-0.190826416
5141.735333,0.646133423,0.663543701,-0.295852661
5151.427333,0.668807983,0.647781372,-0.611297607
5161.116333,0.725952148,0.568893433,-0.897796631
5170.776333,0.775436401,0.488082886,-0.698425293
5180.481333,0.765548706,0.502471924,-0.354782104
5190.162333,0.741119385,0.562515259,-0.165283203
5199.847333,0.734603882,0.607040405,-0.089279175
5209.515333,0.745559692,0.618179321,-0.082962036
5219.207333,0.756790161,0.616363525,-0.121246338
5228.886333,0.772918701,0.617706299,-0.161636353
5238.568333,0.784362793,0.635055542,-0.179794312
5248.257333,0.78805542,0.681137085,-0.169815063
5257.950333,0.78213501,0.763961792,-0.16506958
5267.634333,0.791259766,0.838729858,-0.157714844
5277.312333,0.833236694,0.889648438,-0.180023193
5287.000333,0.900741577,0.904022217,-0.25050354
5296.678333,0.9868927,0.858062744,-0.348693848
5306.356333,1.040344238,0.79574585,-0.427261353
5316.049333,1.045639038,0.774932861,-0.383728027
5325.731333,1.040618896,0.841720581,-0.241897583
5335.416333,1.04309082,0.94569397,-0.118057251
5345.100333,1.024551392,1.009246826,-0.062973022
5354.785333,0.978149414,1.023300171,-0.015899658
5364.467333,0.915115356,1.012191772,0.039764404
5374.150333,0.84576416,1.003051758,0.095443726
5383.818333,0.772872925,0.983840942,0.140609741
5393.517333,0.697433472,0.955718994,0.170776367
5403.201333,0.630447388,0.919067383,0.191299438
5412.871333,0.580062866,0.860717773,0.209671021
5422.568333,0.556915283,0.780288696,0.219573975
5432.250333,0.55027771,0.702087402,0.217559814
5441.907333,0.564163208,0.656173706,0.192855835
5451.616333,0.608520508,0.645675659,0.158782959
5461.300333,0.67527771,0.663925171,0.15524292
5470.975333,0.764373779,0.714294434,0.165557861
5480.666333,0.84286499,0.770477295,0.190216064
5490.349333,0.888000488,0.806137085,0.219619751
5500.028333,0.891799927,0.805343628,0.245437622
5509.652333,0.854156494,0.777206421,0.25402832
5519.334333,0.779495239,0.732589722,0.237457275
5529.002333,0.7056427,0.683609009,0.205169678
5538.700333,0.639160156,0.639221191,0.182159424
5548.379333,0.592086792,0.603988647,0.151184082
