time(ms),x_accel,y_accel,z_accel
7297.394,0.299377,-0.656647,0.456085
7326.942,0.079941,-0.689484,0.496078
7356.484,0.603775,-0.783722,0.614075
7386.032,0.046768,-1.333618,0.747849
7415.578,-0.01413,-1.597519,0.73497
7445.125,0.367661,-1.288818,0.649948
7474.672,0.321381,-0.953278,0.345078
7504.215,0.175735,-0.630432,0.360229
7533.752,0.221008,-0.443085,0.233002
7563.296,0.377319,-0.362015,0.192108
7592.836,0.499283,-0.197723,0.205917
7622.379,0.234482,-0.318634,0.209152
7651.922,0.206955,-0.48497,0.790909
7681.466,0.212631,-0.80896,0.625366
7710.992,0.461899,-1.24855,0.957993
7740.553,-0.065765,-1.184708,0.771378
7770.098,0.016754,-1.568832,-0.083069
7799.64,-0.181992,-1.980026,-0.226562
7829.185,-0.017853,-1.44046,0.023819
7858.73,0.011032,-1.151001,0.074463
7888.251,0.029297,-1.150436,0.128784
7917.816,-0.002747,-1.088333,0.170364
7947.361,-0.081207,-0.949371,0.253113
7976.906,0.074509,-1.025009,0.266464
8006.446,0.03717,-0.955811,0.227554
8035.992,-0.212402,-0.989716,0.145569
8065.536,-0.24408,-0.889435,0.1147
8095.084,-0.071899,-1.008301,0.041779
8124.626,-0.170624,-0.984909,0.193115
8154.167,-0.205002,-0.942551,0.193069
8183.709,0.03038,-0.938339,0.162308
8213.252,-0.071716,-0.968613,0.223923
8242.794,-0.268631,-0.94899,0.25975
8272.335,-0.19136,-1.028778,0.251129
8301.879,-0.023499,-1.027374,0.260635
8331.42,0.597931,-1.239822,0.268906
8360.959,0.257202,-0.99144,0.645996
8390.498,-0.269806,-0.588303,0.996597
8420.038,0.570267,-0.433029,0.400223
8449.579,-1.237015,-3.622406,-2.652481
8479.121,0.262375,-0.708023,0.611694
8508.66,0.391968,-0.426193,0.581177
8538.202,0.454391,-0.628601,0.489777
8567.743,0.164551,-1.185272,0.663391
8597.286,-0.115173,-1.478638,0.732803
8626.823,0.477478,-1.489059,0.654053
8656.361,0.477997,-1.17836,0.505005
8685.899,0.195938,-0.747177,0.387009
8715.441,0.182404,-0.513229,0.431168
8744.978,0.230179,-0.442459,0.295227
8774.519,0.361511,-0.348846,0.242569
8804.058,0.351212,-0.23587,0.286621
8833.598,0.17894,-0.313492,0.302414
8863.138,0.012054,-0.614227,0.633362
8892.674,0.318939,-1.028015,0.594009
8922.211,0.300995,-1.507675,1.072174
8951.748,-0.123779,-1.011963,0.716644
8981.287,0.041214,-1.693527,-0.265945
9010.827,-0.409195,-2.202316,-0.296173
9040.368,-0.030838,-1.272232,-0.080368
9069.91,0.041321,-1.149384,0.060135
9099.45,-0.082047,-1.100021,0.169617
9128.992,-0.125168,-1.025543,0.199615
9158.533,-0.042847,-0.991974,0.146103
9188.074,0.024933,-0.926514,0.1689
9217.614,-0.1194,-0.931015,0.197723
9247.152,-0.088028,-0.969131,0.198486
9276.694,-0.082214,-0.992905,0.166306
9306.235,-0.139999,-0.951309,0.196945
9335.777,-0.269409,-0.998184,0.219025
9365.321,-0.005554,-0.938065,0.197586
9394.862,0.037582,-1.009506,0.230896
9424.402,-0.156937,-0.986435,0.245117
9453.94,-0.161774,-1.030167,0.340469
9483.488,-0.122528,-0.985214,0.30072
9513.03,0.858459,-1.29068,0.3965
9542.571,0.584152,-1.141983,0.608368
9572.111,-0.365875,-0.373093,1.109665
9601.652,0.402802,-0.590073,0.564194
9631.189,-1.188614,-2.795639,-2.73201
9660.737,0.229568,-0.658066,0.461823
9690.281,0.257019,-0.504013,0.456284
9719.822,0.317673,-0.430374,0.399384
9749.363,0.344849,-1.186234,0.666855
9778.905,0.091766,-1.553146,0.750504
9808.443,0.355499,-1.508606,0.588852
9837.986,0.208572,-1.12851,0.600418
9867.523,0.114578,-0.715698,0.474319
9897.063,0.26503,-0.5336,0.386719
9926.601,0.338684,-0.435455,0.29361
9956.141,0.371704,-0.363892,0.275116
9985.675,0.118546,-0.292664,0.33812
10015.217,0.157333,-0.329391,0.47049
10044.755,0.104706,-0.721069,0.527451
10074.295,0.258804,-0.829117,0.700226
10103.835,-0.191605,-1.377441,0.81459
10133.373,-0.042099,-1.118393,0.620438
10162.912,0.080566,-1.618469,-0.416473
10192.455,-0.360443,-2.136978,-0.325867
10221.995,0.009964,-1.358856,0.029984
10251.536,-0.015869,-1.194885,0.13588
10281.075,-0.008499,-1.17247,0.177719
10310.616,0.007477,-1.04483,0.15976
10340.128,-0.035553,-0.97261,0.254944
10369.699,-0.032501,-1.002136,0.199799
10399.24,-0.146576,-0.916702,0.08815
10428.781,-0.21994,-0.97142,0.07666
10458.322,-0.110214,-0.967316,0.149689
10487.86,-0.107742,-0.96727,0.174332
10517.349,-0.158279,-0.97139,0.183411
10546.888,-0.144653,-0.973495,0.169968
10576.432,0.098755,-0.977036,0.218414
10605.975,-0.110229,-0.93396,0.265884
10635.516,-0.388687,-0.983704,0.288361
10665.057,-0.001175,-1.004562,0.165573
10694.597,0.118134,-1.052597,0.218765
10724.12,0.718079,-1.294968,0.236511
10753.68,0.130554,-0.913177,0.733994
10783.218,-0.320724,-0.581619,0.708572
10812.76,0.152069,-0.848892,0.596725
10842.302,-0.827805,-2.377731,-2.050217
10871.841,0.46698,-0.659973,0.532532
10901.382,0.484802,-0.522491,0.506973
10930.921,0.394501,-0.784836,0.645798
10960.46,-0.003143,-1.2733,0.728882
10990.001,0.143295,-1.621902,0.673996
11019.542,0.433182,-1.377609,0.566544
11049.085,0.313339,-1.035904,0.519974
11078.626,0.135544,-0.662155,0.443817
11108.168,0.260468,-0.550659,0.350952
11137.711,0.315414,-0.424347,0.285522
11167.252,0.40654,-0.365143,0.290253
11196.795,0.167938,-0.354706,0.310059
11226.335,0.060226,-0.403198,0.525269
11255.878,0.060638,-0.728653,0.315109
11285.422,0.453156,-0.858856,0.736511
11314.964,-0.090134,-1.345367,0.757156
11344.506,0.040146,-1.133728,0.546722
11374.047,-0.070923,-1.712433,-0.349945
11403.588,-0.267517,-1.746109,-0.161209
11433.13,-0.18544,-1.532059,0.194031
11462.672,-0.059082,-1.182922,0.193512
11492.213,0.029312,-1.146194,0.153809
11521.758,-0.005447,-1.030151,0.245132
11551.301,0.010956,-1.013977,0.316071
11580.848,-0.06282,-0.955322,0.193832
11610.394,-0.118805,-0.937195,0.15007
11639.938,-0.137543,-0.939362,0.164719
11669.48,-0.080902,-0.968689,0.17807
11699.023,-0.106705,-0.985199,0.186584
11728.562,-0.107269,-0.936798,0.182999
11758.111,-0.104996,-0.975601,0.19989
11787.653,-0.017517,-0.969681,0.219772
11817.196,-0.237686,-0.892426,0.237152
11846.735,-0.309753,-1.075714,0.180176
11876.278,0.005997,-0.915344,0.178207
11905.815,0.166519,-1.228302,0.325165
11935.365,0.281708,-1.121506,0.345963
11964.908,0.340942,-0.423248,0.657669
11994.452,0.018082,-1.340576,-0.104721
12023.997,0.034653,-1.164871,1.073792
12053.539,-0.266006,-1.754959,-1.049408
12083.076,0.53804,-0.556763,0.459198
12112.624,0.392899,-0.73877,0.492569
12142.164,-0.017426,-0.826752,0.680664
12171.706,0.092438,-1.259262,0.658844
12201.249,0.570572,-1.668671,0.636322
12230.791,0.610413,-1.294037,0.544739
12260.329,0.33757,-0.882416,0.416397
12289.875,0.208038,-0.584122,0.398956
12319.42,0.224564,-0.44931,0.239975
12348.964,0.383163,-0.390625,0.188461
12378.507,0.488907,-0.250443,0.189056
12408.051,0.232162,-0.278198,0.097061
12437.588,0.201675,-0.482788,0.651733
12467.133,0.291031,-0.848862,0.565323
12496.672,0.541672,-1.344452,1.041534
12526.213,-0.047348,-1.012573,0.705704
12555.754,0.08432,-1.524216,-0.091797
12585.295,-0.29097,-2.023651,-0.294189
12614.834,-0.226288,-1.540634,0.102936
12644.381,-0.052353,-1.163055,0.034531
12673.921,-0.073563,-1.122391,0.127991
12703.463,-0.093842,-1.02301,0.191895
12733.006,-0.083405,-1.021118,0.259277
12762.55,0.070129,-0.976929,0.274765
12792.086,0.126221,-1.000259,0.251923
12821.629,-0.042419,-0.959106,0.259094
12851.17,-0.025818,-0.950653,0.277786
12880.711,0.09259,-0.967819,0.188171
12910.258,-0.133957,-0.921814,0.226395
12939.803,-0.205826,-0.961563,0.240143
12969.345,0.078995,-0.995789,0.14679
12998.887,0.039032,-0.971146,0.263367
13028.429,-0.327133,-1.002899,0.362442
13057.973,-0.048874,-0.985443,0.181686
13087.515,0.16153,-1.196136,0.292618
13117.059,0.641281,-1.028427,0.373627
13146.601,0.177521,-0.688599,0.954071
13176.143,0.042023,-0.672302,0.386261
13205.691,-0.217117,-2.157913,0.176804
13235.229,0.312439,-1.045273,-0.006622
13264.778,0.858765,-0.628143,0.666138
13294.324,0.740128,-0.778091,0.726669
13323.871,-0.206818,-0.94664,1.004654
13353.417,0.014328,-1.501678,0.886398
