time(ms),x_accel,y_accel,z_accel
9807.628,1.80719,-1.886612,-0.608795
9837.166,0.096603,-0.468063,-0.168243
9866.703,-0.134552,-0.473694,-0.013077
9896.243,-0.1073,-0.515182,0.016541
9925.784,-0.099564,-0.470963,0.011398
9955.325,-0.082092,-0.612198,-0.005722
9984.867,-0.08519,-0.684341,0.024567
10014.408,-0.096237,-0.671356,0.055145
10043.949,-0.02652,-0.75856,0.05571
10073.486,0.111038,-0.810394,0.081818
10103.023,0.212555,-0.792038,0.100616
10132.563,0.226425,-0.79747,0.14949
10162.104,0.14151,-0.947388,0.200928
10191.641,0.138992,-0.999222,0.238602
10221.181,0.121658,-1.005447,0.222992
10250.72,0.114441,-1.04158,0.251968
10280.259,0.145538,-0.976196,0.233627
10309.798,0.19635,-0.926697,0.21785
10339.34,0.213181,-0.914581,0.216248
10368.883,0.175034,-0.863541,0.172775
10398.425,0.179001,-0.852905,0.155426
10427.967,0.189941,-0.87941,0.179062
10457.509,0.231918,-0.897064,0.241638
10487.046,0.237961,-0.906921,0.330582
10516.584,0.23819,-0.90593,0.43251
10546.126,0.546967,-0.938553,0.430267
10575.667,0.491898,-0.871887,0.460739
10605.206,0.187637,-0.933762,0.410995
10634.745,0.15419,-0.902954,0.275574
10664.288,0.015808,-0.984665,0.095764
10693.832,0.060349,-1.036697,0.101486
10723.374,0.039536,-1.00708,0.076508
10752.917,-0.01001,-0.991669,0.039581
10782.455,-0.042542,-1.0009,0.01358
10811.994,-0.022964,-1.008896,0.00444
10841.532,-0.014664,-1.019455,0.018585
10871.074,-0.039352,-1.0271,0.027817
10900.617,-0.023102,-0.989136,0.037399
10930.158,-0.010452,-0.99646,0.049255
10959.698,-0.025375,-0.996582,0.049454
10989.239,-0.037216,-0.981766,0.03685
11018.784,-0.066818,-0.979004,0.03685
11048.328,-0.083267,-0.972488,0.036407
11077.866,-0.055237,-0.982147,0.03392
11107.412,-0.051971,-0.982773,0.049805
11136.953,-0.064026,-0.986954,0.049835
11166.492,-0.080399,-0.972382,0.033142
11196.035,-0.077454,-1.010193,0.033249
11225.58,-0.107803,-0.989716,0.028931
11255.116,-0.089432,-0.972763,0.06192
11284.661,-0.016403,-0.984985,0.072021
11314.199,-0.006271,-0.99527,0.098969
11343.738,-0.046738,-0.975388,0.100586
11373.279,-0.070145,-0.978088,0.083008
11402.819,-0.00737,-1.011093,0.066162
11432.355,-0.009567,-0.956284,0.053619
11461.842,-0.063431,-0.970596,0.074371
11491.38,-0.105774,-1.000931,0.112732
11520.923,-0.038834,-0.972656,0.095337
11550.462,-0.076935,-0.988266,0.241592
11580,0.016006,-0.973999,0.170425
11609.536,0.264542,-0.779053,-0.034821
11639.079,-0.077026,-1.282227,0.093796
11668.613,-0.393845,-1.063278,-0.082535
11698.152,0.414474,-0.922318,-1.112839
11727.688,1.074585,-1.413239,2.76062
11757.226,0.425339,-0.933243,0.651871
11786.74,0.187347,-0.764557,0.49585
11816.304,0.136322,-0.67012,0.342697
11845.844,0.131195,-0.494171,0.206253
11875.383,-0.071274,-0.360886,0.159363
11904.921,0.097351,-0.337219,0.117447
11934.459,0.235703,-0.537582,0.120758
11963.995,0.355148,-0.555847,0.264969
11993.531,0.227173,-0.687088,0.308823
12023.069,0.176697,-0.882156,0.417542
12052.608,0.095352,-1.073349,0.436386
12082.145,0.239136,-1.046738,0.334854
12111.683,0.403488,-1.051407,0.281219
12141.221,0.37413,-1.059143,0.425278
12170.755,0.263214,-0.987839,0.403259
12200.293,0.012329,-1.125015,0.223511
12229.833,-0.114929,-1.069244,0.136902
12259.371,-0.123398,-1.117416,0.070938
12288.91,-0.060837,-1.277664,0.013885
12318.449,0.021835,-1.243149,0.088104
12347.988,0.012436,-1.247864,0.1633
12377.523,-0.024399,-1.117981,0.18512
12407.061,0.017838,-1.063126,0.238647
12436.597,-0.062363,-1.035995,0.214401
12466.136,-0.093353,-1.002197,0.112183
12495.675,-0.132187,-0.985474,0.159775
12525.211,-0.117126,-0.969543,0.151169
12554.752,0.069382,-0.983246,0.151062
12584.289,-0.087799,-0.988998,0.301926
12613.831,0.064789,-0.955231,0.221313
12643.37,0.034195,-0.97287,0.190475
12672.908,-0.075806,-0.950363,0.20665
12702.448,-0.005905,-0.974258,0.189133
12731.985,0.033203,-1.001541,0.188812
12761.527,-0.139618,-0.927368,0.194489
12791.066,-0.117035,-0.948425,0.212723
12820.608,0.039749,-0.978745,0.141174
12850.145,0.134583,-1.02594,0.137573
12879.684,0.01973,-0.943069,0.255295
